,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
2690,Walmart,1197831,2021-06-21 00:00:00,South,Arkansas,Little Rock,Women's Apparel,60,550,330000,132000,0.4,Online
2691,Walmart,1197831,2021-07-19 00:00:00,South,Arkansas,Little Rock,Men's Street Footwear,54.99999999999999,775,426249.99999999994,170500,0.4,Online
2692,Walmart,1197831,2021-07-19 00:00:00,South,Arkansas,Little Rock,Men's Athletic Footwear,50,525,262500,91875,0.35,Online
2693,Walmart,1197831,2021-07-19 00:00:00,South,Arkansas,Little Rock,Women's Street Footwear,45,450,202500,81000,0.4,Online
2694,Walmart,1197831,2021-07-19 00:00:00,South,Arkansas,Little Rock,Women's Athletic Footwear,45,400,180000,72000,0.4,Online
2695,Walmart,1197831,2021-07-19 00:00:00,South,Arkansas,Little Rock,Men's Apparel,60,425,255000,89250,0.35,Online
2696,Walmart,1197831,2021-07-19 00:00:00,South,Arkansas,Little Rock,Women's Apparel,65,600,390000,156000,0.4,Online
2697,Walmart,1197831,2021-08-20 00:00:00,South,Arkansas,Little Rock,Men's Street Footwear,60,750,450000,180000,0.4,Online
2698,Walmart,1197831,2021-08-20 00:00:00,South,Arkansas,Little Rock,Men's Athletic Footwear,55.00000000000001,525,288750.00000000006,101062.50000000001,0.35,Online
2699,Walmart,1197831,2021-08-20 00:00:00,South,Arkansas,Little Rock,Women's Street Footwear,50,450,225000,90000,0.4,Online
2700,Walmart,1197831,2021-08-20 00:00:00,South,Arkansas,Little Rock,Women's Athletic Footwear,40,400,160000,64000,0.4,Online
2701,Walmart,1197831,2021-08-20 00:00:00,South,Arkansas,Little Rock,Men's Apparel,50,375,187500,65625,0.35,Online
2702,Walmart,1197831,2021-08-20 00:00:00,South,Arkansas,Little Rock,Women's Apparel,55.00000000000001,550,302500.00000000006,121000.00000000003,0.4,Online
2703,Walmart,1197831,2021-09-19 00:00:00,South,Arkansas,Little Rock,Men's Street Footwear,50,650,325000,130000,0.4,Online
2704,Walmart,1197831,2021-09-19 00:00:00,South,Arkansas,Little Rock,Men's Athletic Footwear,40.000000000000014,450,180000.00000000006,63000.000000000015,0.35,Online
2705,Walmart,1197831,2021-09-19 00:00:00,South,Arkansas,Little Rock,Women's Street Footwear,15.000000000000007,350,52500.00000000002,21000.00000000001,0.4,Online
2706,Walmart,1197831,2021-09-19 00:00:00,South,Arkansas,Little Rock,Women's Athletic Footwear,15.000000000000007,325,48750.00000000002,19500.00000000001,0.4,Online
2707,Walmart,1197831,2021-09-19 00:00:00,South,Arkansas,Little Rock,Men's Apparel,25.000000000000007,325,81250.00000000003,28437.500000000007,0.35,Online
2708,Walmart,1197831,2021-09-19 00:00:00,South,Arkansas,Little Rock,Women's Apparel,30.00000000000001,425,127500.00000000004,51000.00000000002,0.4,Online
2709,Walmart,1197831,2021-10-21 00:00:00,South,Arkansas,Little Rock,Men's Street Footwear,30.00000000000001,600,180000.00000000006,72000.00000000003,0.4,Online
2710,Walmart,1197831,2021-10-21 00:00:00,South,Arkansas,Little Rock,Men's Athletic Footwear,20.00000000000001,425,85000.00000000004,29750.000000000015,0.35,Online
2711,Walmart,1197831,2021-10-21 00:00:00,South,Arkansas,Little Rock,Women's Street Footwear,20.00000000000001,300,60000.00000000003,24000.000000000015,0.4,Online
2712,Walmart,1197831,2021-10-21 00:00:00,South,Arkansas,Little Rock,Women's Athletic Footwear,20.00000000000001,275,55000.00000000003,22000.000000000015,0.4,Online
2713,Walmart,1197831,2021-10-21 00:00:00,South,Arkansas,Little Rock,Men's Apparel,30.00000000000001,275,82500.00000000003,28875.000000000007,0.35,Online
2714,West Gear,1197831,2021-10-21 00:00:00,South,Arkansas,Little Rock,Women's Apparel,30.000000000000004,400,120000.00000000001,48000.00000000001,0.4,Online
2715,West Gear,1197831,2021-11-20 00:00:00,South,Arkansas,Little Rock,Men's Street Footwear,25.00000000000001,550,137500.00000000006,55000.00000000003,0.4,Online
2716,West Gear,1197831,2021-11-20 00:00:00,South,Arkansas,Little Rock,Men's Athletic Footwear,15.000000000000014,375,56250.00000000005,19687.50000000002,0.35,Online
2717,West Gear,1197831,2021-11-20 00:00:00,South,Arkansas,Little Rock,Women's Street Footwear,25.000000000000018,320,80000.00000000006,32000.000000000025,0.4,Online
2718,West Gear,1197831,2021-11-20 00:00:00,South,Arkansas,Little Rock,Women's Athletic Footwear,55.000000000000014,375,206250.00000000006,82500.00000000003,0.4,Online
2719,West Gear,1197831,2021-11-20 00:00:00,South,Arkansas,Little Rock,Men's Apparel,75.00000000000001,350,262500.00000000006,91875.00000000001,0.35,Online
2720,West Gear,1197831,2021-11-20 00:00:00,South,Arkansas,Little Rock,Women's Apparel,75,450,337500,135000,0.4,Online
2721,West Gear,1197831,2021-12-19 00:00:00,South,Arkansas,Little Rock,Men's Street Footwear,70,700,490000,196000,0.4,Online
2722,West Gear,1197831,2021-12-19 00:00:00,South,Arkansas,Little Rock,Men's Athletic Footwear,60.00000000000001,500,300000.00000000006,105000.00000000001,0.35,Online
2723,West Gear,1197831,2021-12-19 00:00:00,South,Arkansas,Little Rock,Women's Street Footwear,60.00000000000001,450,270000.00000000006,108000.00000000003,0.4,Online
2724,West Gear,1197831,2021-12-19 00:00:00,South,Arkansas,Little Rock,Women's Athletic Footwear,60.00000000000001,400,240000.00000000003,96000.00000000001,0.4,Online
2725,West Gear,1197831,2021-12-19 00:00:00,South,Arkansas,Little Rock,Men's Apparel,70,400,280000,98000,0.35,Online
2726,West Gear,1197831,2021-12-19 00:00:00,South,Arkansas,Little Rock,Women's Apparel,75,500,375000,150000,0.4,Online
2727,West Gear,1197831,2021-01-23 00:00:00,South,Arkansas,Little Rock,Men's Street Footwear,25.000000000000007,575,143750.00000000003,57500.000000000015,0.4,Online
2728,West Gear,1197831,2021-01-23 00:00:00,South,Arkansas,Little Rock,Men's Athletic Footwear,25.000000000000007,375,93750.00000000003,32812.50000000001,0.35,Online
2729,West Gear,1197831,2021-01-23 00:00:00,South,Arkansas,Little Rock,Women's Street Footwear,15.000000000000007,375,56250.00000000003,22500.000000000015,0.4,Online
2730,West Gear,1197831,2021-01-23 00:00:00,South,Arkansas,Little Rock,Women's Athletic Footwear,20,225,45000,18000,0.4,Online
2731,West Gear,1197831,2021-01-23 00:00:00,South,Arkansas,Little Rock,Men's Apparel,35,275,96250,33687.5,0.35,Online
2732,West Gear,1197831,2021-01-23 00:00:00,South,Arkansas,Little Rock,Women's Apparel,25.000000000000007,375,93750.00000000003,37500.000000000015,0.4,Online
2733,West Gear,1197831,2021-02-21 00:00:00,South,Arkansas,Little Rock,Men's Street Footwear,25.000000000000007,625,156250.00000000006,62500.00000000003,0.4,Online
2734,West Gear,1197831,2021-02-21 00:00:00,South,Arkansas,Little Rock,Men's Athletic Footwear,25.000000000000007,275,68750.00000000001,24062.500000000004,0.35,Online
2735,West Gear,1197831,2021-02-21 00:00:00,South,Arkansas,Little Rock,Women's Street Footwear,15.000000000000007,325,48750.00000000002,19500.00000000001,0.4,Online
2736,West Gear,1197831,2021-02-21 00:00:00,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20,175,35000,14000,0.4,Online
2737,West Gear,1197831,2021-02-21 00:00:00,South,Oklahoma,Oklahoma City,Men's Apparel,35,250,87500,30624.999999999996,0.35,Online
2738,West Gear,1197831,2021-02-21 00:00:00,South,Oklahoma,Oklahoma City,Women's Apparel,20,350,70000,28000,0.4,Online
2739,West Gear,1197831,2021-03-19 00:00:00,South,Oklahoma,Oklahoma City,Men's Street Footwear,20,570,114000,45600,0.4,Online
2740,West Gear,1197831,2021-03-19 00:00:00,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,20,250,50000,17500,0.35,Online
2741,West Gear,1197831,2021-03-19 00:00:00,South,Oklahoma,Oklahoma City,Women's Street Footwear,10.000000000000002,275,27500.000000000004,11000.000000000002,0.4,Online
2742,West Gear,1197831,2021-03-19 00:00:00,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,19.999999999999996,125,24999.999999999996,10000,0.4,Online
2743,West Gear,1197831,2021-03-19 00:00:00,South,Oklahoma,Oklahoma City,Men's Apparel,35.00000000000001,175,61250.000000000015,21437.500000000004,0.35,Online
2744,West Gear,1197831,2021-03-19 00:00:00,South,Oklahoma,Oklahoma City,Women's Apparel,25,275,68750,27500,0.4,Online
2745,West Gear,1197831,2021-04-20 00:00:00,South,Oklahoma,Oklahoma City,Men's Street Footwear,25,525,131250,52500,0.4,Online
2746,West Gear,1197831,2021-04-20 00:00:00,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25,225,56250,19687.5,0.35,Online
2747,West Gear,1197831,2021-04-20 00:00:00,South,Oklahoma,Oklahoma City,Women's Street Footwear,15.000000000000002,225,33750.00000000001,13500.000000000004,0.4,Online
2748,West Gear,1197831,2021-04-20 00:00:00,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,19.999999999999996,150,29999.999999999996,12000,0.4,Online
2749,West Gear,1197831,2021-04-20 00:00:00,South,Oklahoma,Oklahoma City,Men's Apparel,40,175,70000,24500,0.35,Online
2750,West Gear,1197831,2021-04-20 00:00:00,South,Oklahoma,Oklahoma City,Women's Apparel,30.000000000000004,325,97500.00000000001,39000.00000000001,0.4,Online
2751,West Gear,1197831,2021-05-19 00:00:00,South,Oklahoma,Oklahoma City,Men's Street Footwear,40,595,238000,95200,0.4,Online
2752,West Gear,1197831,2021-05-19 00:00:00,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,40,300,120000,42000,0.35,Online
2753,West Gear,1197831,2021-05-19 00:00:00,South,Oklahoma,Oklahoma City,Women's Street Footwear,35,275,96250,38500,0.4,Online
2754,West Gear,1197831,2021-05-19 00:00:00,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,35,225,78750,31500,0.4,Online
2755,West Gear,1197831,2021-05-19 00:00:00,South,Oklahoma,Oklahoma City,Men's Apparel,44.99999999999999,250,112499.99999999999,39374.99999999999,0.35,Online
2756,West Gear,1197831,2021-05-19 00:00:00,South,Oklahoma,Oklahoma City,Women's Apparel,44.99999999999999,350,157499.99999999997,62999.99999999999,0.4,Online
2757,West Gear,1197831,2021-06-21 00:00:00,South,Oklahoma,Oklahoma City,Men's Street Footwear,40,600,240000,96000,0.4,Online
2758,West Gear,1197831,2021-06-21 00:00:00,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,35,350,122500,42875,0.35,Online
2759,West Gear,1197831,2021-06-21 00:00:00,South,Oklahoma,Oklahoma City,Women's Street Footwear,40,325,130000,52000,0.4,Online
2760,West Gear,1197831,2021-06-21 00:00:00,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,40,300,120000,48000,0.4,Online
2761,West Gear,1197831,2021-06-21 00:00:00,South,Oklahoma,Oklahoma City,Men's Apparel,54.99999999999999,300,164999.99999999997,57749.999999999985,0.35,Online
2762,West Gear,1197831,2021-06-21 00:00:00,South,Oklahoma,Oklahoma City,Women's Apparel,60,475,285000,114000,0.4,Online
2763,West Gear,1197831,2021-07-19 00:00:00,South,Oklahoma,Oklahoma City,Men's Street Footwear,54.99999999999999,700,384999.99999999994,153999.99999999997,0.4,Online
2764,West Gear,1197831,2021-07-19 00:00:00,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,50,450,225000,78750,0.35,Online
2765,West Gear,1197831,2021-07-19 00:00:00,South,Oklahoma,Oklahoma City,Women's Street Footwear,45,375,168750,67500,0.4,Online
2766,West Gear,1197831,2021-07-19 00:00:00,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,45,325,146250,58500,0.4,Online
2767,West Gear,1197831,2021-07-19 00:00:00,South,Oklahoma,Oklahoma City,Men's Apparel,60,350,210000,73500,0.35,Online
2768,West Gear,1197831,2021-07-19 00:00:00,South,Oklahoma,Oklahoma City,Women's Apparel,65,525,341250,136500,0.4,Online
2769,West Gear,1197831,2021-08-20 00:00:00,South,Oklahoma,Oklahoma City,Men's Street Footwear,60,675,405000,162000,0.4,Online
2770,West Gear,1197831,2021-08-20 00:00:00,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,55.00000000000001,450,247500.00000000003,86625,0.35,Online
2771,West Gear,1197831,2021-08-20 00:00:00,South,Oklahoma,Oklahoma City,Women's Street Footwear,50,375,187500,75000,0.4,Online
2772,West Gear,1197831,2021-08-20 00:00:00,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,40,325,130000,52000,0.4,Online
2773,West Gear,1197831,2021-08-20 00:00:00,South,Oklahoma,Oklahoma City,Men's Apparel,50,300,150000,52500,0.35,Online
2774,West Gear,1197831,2021-08-20 00:00:00,South,Oklahoma,Oklahoma City,Women's Apparel,55.00000000000001,475,261250.00000000003,104500.00000000001,0.4,Online
2775,West Gear,1197831,2021-09-19 00:00:00,South,Oklahoma,Oklahoma City,Men's Street Footwear,50,575,287500,115000,0.4,Online
2776,West Gear,1197831,2021-09-19 00:00:00,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,40.000000000000014,375,150000.00000000006,52500.000000000015,0.35,Online
2777,West Gear,1197831,2021-09-19 00:00:00,South,Oklahoma,Oklahoma City,Women's Street Footwear,15.000000000000007,275,41250.00000000002,16500.00000000001,0.4,Online
2778,West Gear,1197831,2021-09-19 00:00:00,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15.000000000000007,250,37500.000000000015,15000.000000000007,0.4,Online
2779,West Gear,1197831,2021-09-19 00:00:00,South,Oklahoma,Oklahoma City,Men's Apparel,25.000000000000007,250,62500.000000000015,21875.000000000004,0.35,Online
2780,West Gear,1197831,2021-09-19 00:00:00,South,Oklahoma,Oklahoma City,Women's Apparel,30.00000000000001,350,105000.00000000004,42000.00000000002,0.4,Online
2781,West Gear,1197831,2021-10-21 00:00:00,South,Oklahoma,Oklahoma City,Men's Street Footwear,30.00000000000001,525,157500.00000000006,63000.00000000003,0.4,Online
2782,West Gear,1197831,2021-10-21 00:00:00,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,20.00000000000001,350,70000.00000000004,24500.000000000015,0.35,Online
2783,West Gear,1197831,2021-10-21 00:00:00,South,Oklahoma,Oklahoma City,Women's Street Footwear,20.00000000000001,225,45000.00000000002,18000.00000000001,0.4,Online
2784,West Gear,1197831,2021-10-21 00:00:00,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20.00000000000001,200,40000.00000000002,16000.00000000001,0.4,Online
2785,West Gear,1197831,2021-10-21 00:00:00,South,Oklahoma,Oklahoma City,Men's Apparel,30.00000000000001,200,60000.00000000002,21000.000000000007,0.35,Online
2786,Kohl's,1197831,2021-10-21 00:00:00,South,Oklahoma,Oklahoma City,Women's Apparel,30.000000000000004,325,97500.00000000001,39000.00000000001,0.4,Online
2787,Kohl's,1197831,2021-11-20 00:00:00,South,Oklahoma,Oklahoma City,Men's Street Footwear,25.00000000000001,475,118750.00000000004,47500.00000000002,0.4,Online
2788,Kohl's,1197831,2021-11-20 00:00:00,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,15.000000000000014,300,45000.000000000044,15750.000000000015,0.35,Online
2789,Kohl's,1197831,2021-11-20 00:00:00,South,Oklahoma,Oklahoma City,Women's Street Footwear,25.000000000000018,245,61250.000000000044,24500.00000000002,0.4,Online
2790,Kohl's,1197831,2021-11-20 00:00:00,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,55.000000000000014,300,165000.00000000003,66000.00000000001,0.4,Online
2791,Kohl's,1197831,2021-11-20 00:00:00,South,Oklahoma,Oklahoma City,Men's Apparel,75.00000000000001,275,206250.00000000003,72187.5,0.35,Online
2792,Kohl's,1197831,2021-11-20 00:00:00,South,Oklahoma,Oklahoma City,Women's Apparel,75,375,281250,112500,0.4,Online
2793,Kohl's,1197831,2021-12-19 00:00:00,South,Oklahoma,Oklahoma City,Men's Street Footwear,70,625,437500,175000,0.4,Online
2794,Kohl's,1197831,2021-12-19 00:00:00,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,60.00000000000001,425,255000.00000000003,89250,0.35,Online
2795,Kohl's,1197831,2021-12-19 00:00:00,South,Oklahoma,Oklahoma City,Women's Street Footwear,60.00000000000001,375,225000.00000000003,90000.00000000001,0.4,Online
2796,Kohl's,1197831,2021-12-19 00:00:00,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,60.00000000000001,325,195000.00000000003,78000.00000000001,0.4,Online
2797,Kohl's,1197831,2021-12-19 00:00:00,South,Oklahoma,Oklahoma City,Men's Apparel,70,325,227500,79625,0.35,Online
2798,Kohl's,1197831,2021-12-19 00:00:00,South,Oklahoma,Oklahoma City,Women's Apparel,75,425,318750,127500,0.4,Online
2799,Kohl's,1197831,2021-01-16 00:00:00,South,Oklahoma,Oklahoma City,Men's Street Footwear,25.000000000000007,550,137500.00000000003,48125.00000000001,0.35,Online
2800,Kohl's,1197831,2021-01-16 00:00:00,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25.000000000000007,350,87500.00000000003,30625.000000000007,0.35,Online
2801,Kohl's,1197831,2021-01-16 00:00:00,South,Oklahoma,Oklahoma City,Women's Street Footwear,15.000000000000007,350,52500.00000000002,18375.000000000007,0.35,Online
2802,Kohl's,1197831,2021-01-16 00:00:00,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20,200,40000,14000,0.35,Online
2803,Kohl's,1197831,2021-01-16 00:00:00,South,Oklahoma,Oklahoma City,Men's Apparel,35,250,87500,30624.999999999996,0.35,Online
2804,Kohl's,1197831,2021-01-16 00:00:00,South,Oklahoma,Oklahoma City,Women's Apparel,25.000000000000007,350,87500.00000000003,30625.000000000007,0.35,Online
2805,Kohl's,1197831,2021-02-14 00:00:00,South,Oklahoma,Oklahoma City,Men's Street Footwear,25.000000000000007,600,150000.00000000003,52500.00000000001,0.35,Online
2806,Kohl's,1197831,2021-02-14 00:00:00,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25.000000000000007,250,62500.000000000015,21875.000000000004,0.35,Online
2807,Kohl's,1197831,2021-02-14 00:00:00,South,Oklahoma,Oklahoma City,Women's Street Footwear,15.000000000000007,300,45000.00000000002,15750.000000000007,0.35,Online
2808,Kohl's,1197831,2021-02-14 00:00:00,Midwest,Kansas,Wichita,Women's Athletic Footwear,20,150,30000,10500,0.35,Online
2809,Kohl's,1197831,2021-02-14 00:00:00,Midwest,Kansas,Wichita,Men's Apparel,35,225,78750,27562.5,0.35,Online
2810,Kohl's,1197831,2021-02-14 00:00:00,Midwest,Kansas,Wichita,Women's Apparel,20,325,65000,22750,0.35,Online
2811,Kohl's,1197831,2021-03-12 00:00:00,Midwest,Kansas,Wichita,Men's Street Footwear,20,545,109000,38150,0.35,Online
2812,Kohl's,1197831,2021-03-12 00:00:00,Midwest,Kansas,Wichita,Men's Athletic Footwear,20,225,45000,15749.999999999998,0.35,Online
2813,Kohl's,1197831,2021-03-12 00:00:00,Midwest,Kansas,Wichita,Women's Street Footwear,10.000000000000002,250,25000.000000000004,8750,0.35,Online
2814,Kohl's,1197831,2021-03-12 00:00:00,Midwest,Kansas,Wichita,Women's Athletic Footwear,19.999999999999996,100,19999.999999999996,6999.999999999998,0.35,Online
2815,Kohl's,1197831,2021-03-12 00:00:00,Midwest,Kansas,Wichita,Men's Apparel,35.00000000000001,150,52500.00000000001,18375,0.35,Online
2816,Kohl's,1197831,2021-03-12 00:00:00,Midwest,Kansas,Wichita,Women's Apparel,25,250,62500,21875,0.35,Online
2817,Kohl's,1197831,2021-04-13 00:00:00,Midwest,Kansas,Wichita,Men's Street Footwear,25,500,125000,43750,0.35,Online
2818,Kohl's,1197831,2021-04-13 00:00:00,Midwest,Kansas,Wichita,Men's Athletic Footwear,25,200,50000,17500,0.35,Online
2819,Kohl's,1197831,2021-04-13 00:00:00,Midwest,Kansas,Wichita,Women's Street Footwear,15.000000000000002,200,30000.000000000004,10500,0.35,Online
2820,Kohl's,1197831,2021-04-13 00:00:00,Midwest,Kansas,Wichita,Women's Athletic Footwear,19.999999999999996,125,24999.999999999996,8749.999999999998,0.35,Online
2821,Kohl's,1197831,2021-04-13 00:00:00,Midwest,Kansas,Wichita,Men's Apparel,40,150,60000,21000,0.35,Online
2822,Kohl's,1197831,2021-04-13 00:00:00,Midwest,Kansas,Wichita,Women's Apparel,30.000000000000004,300,90000.00000000001,31500.000000000004,0.35,Online
2823,Kohl's,1197831,2021-05-12 00:00:00,Midwest,Kansas,Wichita,Men's Street Footwear,40,570,228000,79800,0.35,Online
2824,Kohl's,1197831,2021-05-12 00:00:00,Midwest,Kansas,Wichita,Men's Athletic Footwear,40,275,110000,38500,0.35,Online
2825,Kohl's,1197831,2021-05-12 00:00:00,Midwest,Kansas,Wichita,Women's Street Footwear,35,250,87500,30624.999999999996,0.35,Online
2826,Kohl's,1197831,2021-05-12 00:00:00,Midwest,Kansas,Wichita,Women's Athletic Footwear,35,200,70000,24500,0.35,Online
2827,Kohl's,1197831,2021-05-12 00:00:00,Midwest,Kansas,Wichita,Men's Apparel,44.99999999999999,225,101249.99999999999,35437.49999999999,0.35,Online
2828,Kohl's,1197831,2021-05-12 00:00:00,Midwest,Kansas,Wichita,Women's Apparel,44.99999999999999,325,146249.99999999997,51187.499999999985,0.35,Online
2829,Kohl's,1197831,2021-06-14 00:00:00,Midwest,Kansas,Wichita,Men's Street Footwear,40,575,230000,80500,0.35,Online
2830,Kohl's,1197831,2021-06-14 00:00:00,Midwest,Kansas,Wichita,Men's Athletic Footwear,35,325,113750,39812.5,0.35,Online
2831,Kohl's,1197831,2021-06-14 00:00:00,Midwest,Kansas,Wichita,Women's Street Footwear,40,300,120000,42000,0.35,Online
2832,Kohl's,1197831,2021-06-14 00:00:00,Midwest,Kansas,Wichita,Women's Athletic Footwear,40,275,110000,38500,0.35,Online
2833,Kohl's,1197831,2021-06-14 00:00:00,Midwest,Kansas,Wichita,Men's Apparel,54.99999999999999,275,151249.99999999997,52937.499999999985,0.35,Online
2834,Kohl's,1197831,2021-06-14 00:00:00,Midwest,Kansas,Wichita,Women's Apparel,60,450,270000,94500,0.35,Online
2835,Kohl's,1197831,2021-07-12 00:00:00,Midwest,Kansas,Wichita,Men's Street Footwear,54.99999999999999,675,371249.99999999994,129937.49999999997,0.35,Online
2836,Kohl's,1197831,2021-07-12 00:00:00,Midwest,Kansas,Wichita,Men's Athletic Footwear,50,425,212500,74375,0.35,Online
2837,Kohl's,1197831,2021-07-12 00:00:00,Midwest,Kansas,Wichita,Women's Street Footwear,45,350,157500,55125,0.35,Online
2838,Kohl's,1197831,2021-07-12 00:00:00,Midwest,Kansas,Wichita,Women's Athletic Footwear,45,300,135000,47250,0.35,Online
2839,Kohl's,1197831,2021-07-12 00:00:00,Midwest,Kansas,Wichita,Men's Apparel,60,325,195000,68250,0.35,Online
2840,Kohl's,1197831,2021-07-12 00:00:00,Midwest,Kansas,Wichita,Women's Apparel,65,500,325000,113750,0.35,Online
2841,Kohl's,1197831,2021-08-13 00:00:00,Midwest,Kansas,Wichita,Men's Street Footwear,60,650,390000,136500,0.35,Online
2842,Kohl's,1197831,2021-08-13 00:00:00,Midwest,Kansas,Wichita,Men's Athletic Footwear,55.00000000000001,425,233750.00000000003,81812.5,0.35,Online
2843,Kohl's,1197831,2021-08-13 00:00:00,Midwest,Kansas,Wichita,Women's Street Footwear,50,350,175000,61249.99999999999,0.35,Online
2844,Kohl's,1197831,2021-08-13 00:00:00,Midwest,Kansas,Wichita,Women's Athletic Footwear,40,300,120000,42000,0.35,Online
2845,Kohl's,1197831,2021-08-13 00:00:00,Midwest,Kansas,Wichita,Men's Apparel,50,275,137500,48125,0.35,Online
2846,Kohl's,1197831,2021-08-13 00:00:00,Midwest,Kansas,Wichita,Women's Apparel,55.00000000000001,450,247500.00000000003,86625,0.35,Online
2847,Kohl's,1197831,2021-09-12 00:00:00,Midwest,Kansas,Wichita,Men's Street Footwear,50,550,275000,96250,0.35,Online
2848,Kohl's,1197831,2021-09-12 00:00:00,Midwest,Kansas,Wichita,Men's Athletic Footwear,40.000000000000014,350,140000.00000000006,49000.000000000015,0.35,Online
2849,Kohl's,1197831,2021-09-12 00:00:00,Midwest,Kansas,Wichita,Women's Street Footwear,15.000000000000007,250,37500.000000000015,13125.000000000004,0.35,Online
2850,Kohl's,1197831,2021-09-12 00:00:00,Midwest,Kansas,Wichita,Women's Athletic Footwear,15.000000000000007,225,33750.000000000015,11812.500000000004,0.35,Online
2851,Kohl's,1197831,2021-09-12 00:00:00,Midwest,Kansas,Wichita,Men's Apparel,25.000000000000007,225,56250.000000000015,19687.500000000004,0.35,Online
2852,Kohl's,1197831,2021-09-12 00:00:00,Midwest,Kansas,Wichita,Women's Apparel,30.00000000000001,325,97500.00000000003,34125.00000000001,0.35,Online
2853,Kohl's,1197831,2021-10-14 00:00:00,Midwest,Kansas,Wichita,Men's Street Footwear,30.00000000000001,500,150000.00000000006,52500.000000000015,0.35,Online
2854,Kohl's,1197831,2021-10-14 00:00:00,Midwest,Kansas,Wichita,Men's Athletic Footwear,20.00000000000001,325,65000.00000000004,22750.00000000001,0.35,Online
2855,Kohl's,1197831,2021-10-14 00:00:00,Midwest,Kansas,Wichita,Women's Street Footwear,20.00000000000001,200,40000.00000000002,14000.000000000007,0.35,Online
2856,Kohl's,1197831,2021-10-14 00:00:00,Midwest,Kansas,Wichita,Women's Athletic Footwear,20.00000000000001,175,35000.00000000002,12250.000000000007,0.35,Online
2857,Kohl's,1197831,2021-10-14 00:00:00,Midwest,Kansas,Wichita,Men's Apparel,30.00000000000001,175,52500.00000000002,18375.000000000007,0.35,Online
2858,Foot Locker,1197831,2021-10-14 00:00:00,Midwest,Kansas,Wichita,Women's Apparel,30.000000000000004,300,90000.00000000001,31500.000000000004,0.35,Online
2859,Foot Locker,1197831,2021-11-13 00:00:00,Midwest,Kansas,Wichita,Men's Street Footwear,25.00000000000001,450,112500.00000000004,39375.000000000015,0.35,Online
2860,Foot Locker,1197831,2021-11-13 00:00:00,Midwest,Kansas,Wichita,Men's Athletic Footwear,15.000000000000014,275,41250.00000000004,14437.500000000011,0.35,Online
2861,Foot Locker,1197831,2021-11-13 00:00:00,Midwest,Kansas,Wichita,Women's Street Footwear,25.000000000000018,220,55000.00000000004,19250.00000000001,0.35,Online
2862,Foot Locker,1197831,2021-11-13 00:00:00,Midwest,Kansas,Wichita,Women's Athletic Footwear,55.000000000000014,275,151250.00000000003,52937.50000000001,0.35,Online
2863,Foot Locker,1197831,2021-11-13 00:00:00,Midwest,Kansas,Wichita,Men's Apparel,75.00000000000001,250,187500.00000000003,65625,0.35,Online
2864,Foot Locker,1197831,2021-11-13 00:00:00,Midwest,Kansas,Wichita,Women's Apparel,75,350,262500,91875,0.35,Online
2865,Foot Locker,1197831,2021-12-12 00:00:00,Midwest,Kansas,Wichita,Men's Street Footwear,70,600,420000,147000,0.35,Online
2866,Foot Locker,1197831,2021-12-12 00:00:00,Midwest,Kansas,Wichita,Men's Athletic Footwear,60.00000000000001,400,240000.00000000003,84000,0.35,Online
2867,Foot Locker,1197831,2021-12-12 00:00:00,Midwest,Kansas,Wichita,Women's Street Footwear,60.00000000000001,350,210000.00000000003,73500,0.35,Online
2868,Foot Locker,1197831,2021-12-12 00:00:00,Midwest,Kansas,Wichita,Women's Athletic Footwear,60.00000000000001,300,180000.00000000003,63000.00000000001,0.35,Online
2869,Foot Locker,1197831,2021-12-12 00:00:00,Midwest,Kansas,Wichita,Men's Apparel,70,300,210000,73500,0.35,Online
2870,Foot Locker,1197831,2021-12-12 00:00:00,Midwest,Kansas,Wichita,Women's Apparel,75,400,300000,105000,0.35,Online
2871,Foot Locker,1185732,2021-01-12 00:00:00,Midwest,Kansas,Wichita,Men's Street Footwear,40,475,190000,66500,0.35,Online
